Participant,Absolute Time,Minute Count,Acceleration Sum,Acceleration Variance
P16,4/21/18 16:00,60,5.409961279,0.003191485
P16,4/21/18 17:00,60,3.622580135,0.000820218
P16,4/21/18 18:00,60,5.743580777,0.002224525
P16,4/21/18 19:00,60,2.697901592,0.002929597
P16,4/21/18 20:00,60,0.705053502,5.59E-05
P16,4/21/18 21:00,60,0.784903233,7.06E-05
P16,4/21/18 22:00,60,0.83553468,9.66E-05
P16,4/21/18 23:00,60,0.84154481,0.000269462
P16,4/22/18 0:00,60,0.952770106,0.000476227
P16,4/22/18 1:00,60,3.674725729,0.000790416
P16,4/22/18 2:00,60,0.579257048,3.50E-05
P16,4/22/18 3:00,60,0.990790411,0.000377194
P16,4/22/18 4:00,60,1.754228443,0.001671893
P16,4/22/18 5:00,60,1.32496747,0.000832308
P16,4/22/18 6:00,60,0.71557049,4.56E-05
P16,4/22/18 7:00,60,0.911340235,0.000342305
P16,4/22/18 8:00,60,4.408428469,0.001530488
P16,4/22/18 9:00,60,4.367600868,0.001492554
P16,4/22/18 10:00,60,5.032257644,0.006161813
P16,4/22/18 11:00,60,2.198138223,0.000458701
P16,4/22/18 12:00,60,2.17229174,0.003201273
P16,4/22/18 13:00,60,0.770778563,0.000221868
P16,4/22/18 14:00,60,0.194592617,1.22E-09
P16,4/22/18 15:00,60,0.197045103,1.29E-09
P16,4/22/18 16:00,60,1.112825972,0.000410674
P16,4/22/18 17:00,60,0.428030555,8.35E-05
P16,4/22/18 18:00,60,0.200474218,1.55E-09
P16,4/22/18 19:00,60,0.20286574,1.38E-09
P16,4/22/18 20:00,60,0.704621226,0.001330839
P16,4/22/18 21:00,60,0.215474299,9.22E-07
P16,4/22/18 22:00,60,0.204252262,1.54E-09
P16,4/22/18 23:00,60,0.203711226,1.42E-09
P16,4/23/18 0:00,60,0.204465501,1.48E-09
P16,4/23/18 1:00,60,0.204466791,2.11E-09
P16,4/23/18 2:00,60,0.204266485,1.64E-09
P16,4/23/18 3:00,60,0.204450108,2.20E-09
P16,4/23/18 4:00,60,0.203854937,1.49E-09
P16,4/23/18 5:00,60,0.203064123,1.44E-09
P16,4/23/18 6:00,60,2.209048305,0.001997125
P16,4/23/18 7:00,60,0.698566574,0.001866398
P16,4/23/18 8:00,60,0.227549001,3.15E-06
P16,4/23/18 9:00,60,0.243597478,8.77E-06
P16,4/23/18 10:00,60,0.223331718,9.82E-08
P16,4/23/18 11:00,60,0.218070054,6.76E-09
P16,4/23/18 12:00,60,0.214472089,2.27E-09
P16,4/23/18 13:00,60,0.21384268,1.06E-08
P16,4/23/18 14:00,60,0.204680581,7.64E-08
P16,4/23/18 15:00,59,0.208118939,1.54E-09
P16,4/20/18 16:00,60,7.663717391,0.02100429
P16,4/20/18 17:00,60,5.206563985,0.001155247
P16,4/20/18 18:00,60,2.392375591,0.00121515
P16,4/20/18 19:00,60,4.824460832,0.001694556
P16,4/20/18 20:00,60,1.213915204,0.000295337
P16,4/20/18 21:00,60,0.533754459,3.20E-05
P16,4/20/18 22:00,60,0.853953804,0.000245746
P16,4/20/18 23:00,60,1.134613977,0.000501004
P16,4/21/18 0:00,60,0.856010161,0.000142623
P16,4/21/18 1:00,60,0.867905885,0.000630723
P16,4/21/18 2:00,60,0.61780934,0.000393668
P16,4/21/18 3:00,60,1.064821568,0.0005258
P16,4/21/18 4:00,60,0.940217381,0.000240045
P16,4/21/18 5:00,60,1.16537063,0.000744209
P16,4/21/18 6:00,60,3.61728958,0.001130555
P16,4/21/18 7:00,60,2.82376652,0.001738066
P16,4/21/18 8:00,60,0.712753628,0.000267185
P16,4/21/18 9:00,60,3.611493829,0.001627639
P16,4/21/18 10:00,60,5.045554644,0.002658668
P16,4/21/18 11:00,60,5.829932176,0.002488107
P16,4/21/18 12:00,60,1.179261425,0.000599157
P16,4/21/18 13:00,60,2.207212597,0.000730026
P16,4/21/18 14:00,60,3.048649798,0.00042555
P16,4/21/18 15:00,60,5.694210105,0.002501557
P16,4/21/18 16:00,60,5.409961279,0.003191485
P16,4/21/18 17:00,60,3.622580135,0.000820218
P16,4/21/18 18:00,60,5.743580777,0.002224525
P16,4/21/18 19:00,60,2.697901592,0.002929597
P16,4/21/18 20:00,60,0.705053502,5.59E-05
P16,4/21/18 21:00,60,0.784903233,7.06E-05
P16,4/21/18 22:00,60,0.83553468,9.66E-05
P16,4/21/18 23:00,60,0.84154481,0.000269462
P16,4/22/18 0:00,60,0.952770106,0.000476227
P16,4/22/18 1:00,60,3.674725729,0.000790416
P16,4/22/18 2:00,60,0.579257048,3.50E-05
P16,4/22/18 3:00,60,0.990790411,0.000377194
P16,4/22/18 4:00,60,1.754228443,0.001671893
P16,4/22/18 5:00,60,1.32496747,0.000832308
P16,4/22/18 6:00,60,0.71557049,4.56E-05
P16,4/22/18 7:00,60,0.911340235,0.000342305
P16,4/22/18 8:00,60,4.408428469,0.001530488
P16,4/22/18 9:00,60,4.367600868,0.001492554
P16,4/22/18 10:00,60,5.032257644,0.006161813
P16,4/22/18 11:00,60,2.198138223,0.000458701
P16,4/22/18 12:00,60,2.17229174,0.003201273
P16,4/22/18 13:00,60,0.770778563,0.000221868
P16,4/22/18 14:00,60,0.194592617,1.22E-09
P16,4/22/18 15:00,60,0.197045103,1.29E-09
P16,4/22/18 16:00,60,1.112825972,0.000410674
P16,4/22/18 17:00,60,0.428030555,8.35E-05
P16,4/22/18 18:00,60,0.200474218,1.55E-09
P16,4/22/18 19:00,60,0.20286574,1.38E-09
P16,4/22/18 20:00,60,0.704621226,0.001330839
P16,4/22/18 21:00,60,0.215474299,9.22E-07
P16,4/22/18 22:00,60,0.204252262,1.54E-09
P16,4/22/18 23:00,60,0.203711226,1.42E-09
P16,4/23/18 0:00,60,0.204465501,1.48E-09
P16,4/23/18 1:00,60,0.204466791,2.11E-09
P16,4/23/18 2:00,60,0.204266485,1.64E-09
P16,4/23/18 3:00,60,0.204450108,2.20E-09
P16,4/23/18 4:00,60,0.203854937,1.49E-09
P16,4/23/18 5:00,60,0.203064123,1.44E-09
P16,4/23/18 6:00,60,2.209048305,0.001997125
P16,4/23/18 7:00,60,0.698566574,0.001866398
P16,4/23/18 8:00,60,0.227549001,3.15E-06
P16,4/23/18 9:00,60,0.243597478,8.77E-06
P16,4/23/18 10:00,60,0.223331718,9.82E-08
P16,4/23/18 11:00,60,0.218070054,6.76E-09
P16,4/23/18 12:00,60,0.214472089,2.27E-09
P16,4/23/18 13:00,60,0.21384268,1.06E-08
P16,4/23/18 14:00,60,0.204680581,7.64E-08
P16,4/23/18 15:00,59,0.208118939,1.54E-09
P17,4/25/18 17:00,30,4.184864267,0.014309162
P17,4/25/18 18:00,60,5.822270537,0.001712679
P17,4/25/18 19:00,60,2.727495841,0.002892042
P17,4/25/18 20:00,60,0.455344176,2.42E-05
P17,4/25/18 21:00,60,0.731136259,0.00020954
P17,4/25/18 22:00,60,0.459185871,1.45E-05
P17,4/25/18 23:00,60,0.584233415,2.35E-05
P17,4/26/18 0:00,60,0.776222914,0.000185812
P17,4/26/18 1:00,60,0.700316431,0.000125529
P17,4/26/18 2:00,60,0.650877546,6.09E-05
P17,4/26/18 3:00,60,0.853690668,0.000300018
P17,4/26/18 4:00,60,0.487843839,3.86E-05
P17,4/26/18 5:00,60,1.048664113,0.000283
P17,4/26/18 6:00,60,1.077239685,0.002353558
P17,4/26/18 7:00,60,0.215188583,1.31E-07
P17,4/26/18 8:00,60,0.211512055,1.77E-09
P17,4/26/18 9:00,60,0.210573696,1.35E-09
P17,4/26/18 10:00,60,0.218951603,2.03E-07
P17,4/26/18 11:00,60,0.219777281,8.19E-08
P17,4/26/18 12:00,60,0.213398181,1.10E-08
P17,4/26/18 13:00,60,0.211487988,1.37E-09
P17,4/26/18 14:00,60,0.212823002,2.14E-09
P17,4/26/18 15:00,60,0.216286189,1.45E-08
P17,4/26/18 16:00,60,0.434195564,0.000419702
P17,4/26/18 17:00,60,0.200685946,9.55E-08
P17,4/26/18 18:00,60,0.219975939,1.88E-07
P17,4/26/18 19:00,60,0.20773941,3.61E-08
P17,4/26/18 20:00,60,0.21641898,8.21E-08
P17,4/26/18 21:00,60,0.226912038,1.43E-07
P17,4/26/18 22:00,60,0.216414244,8.01E-09
P17,4/26/18 23:00,60,0.213994208,2.33E-09
P17,4/27/18 0:00,60,0.215608113,1.56E-09
P17,4/27/18 1:00,60,0.215483848,1.98E-09
P17,4/27/18 2:00,60,0.215778004,2.17E-09
P17,4/27/18 3:00,60,0.215596468,1.72E-09
P17,4/27/18 4:00,60,0.216234505,2.23E-09
P17,4/27/18 5:00,60,0.216448834,1.65E-09
P17,4/27/18 6:00,60,0.217601888,9.02E-09
P17,4/27/18 7:00,60,0.217991828,4.12E-08
P17,4/27/18 8:00,60,0.216208984,2.29E-09
P17,4/27/18 9:00,60,0.214806182,1.58E-09
P17,4/27/18 10:00,60,0.215215051,2.22E-09
P17,4/27/18 11:00,60,0.2162303,1.81E-09
P17,4/27/18 12:00,60,0.215640872,1.79E-09
P17,4/27/18 13:00,60,0.215540204,1.36E-09
P17,4/27/18 14:00,60,0.214812811,1.68E-09
P17,4/27/18 15:00,60,0.215707572,2.10E-09
P17,4/27/18 16:00,60,0.214594333,1.89E-09
P17,4/27/18 17:00,60,0.214637388,1.66E-09
P17,4/27/18 18:00,60,0.214234126,1.65E-09
P17,4/27/18 19:00,60,0.215209215,2.31E-09
P17,4/27/18 20:00,60,0.22725566,1.91E-07
P17,4/27/18 21:00,35,0.135692759,4.93E-07
P17,4/25/18 17:00,30,4.184864267,0.014309162
P17,4/25/18 18:00,60,5.822270537,0.001712679
P17,4/25/18 19:00,60,2.727495841,0.002892042
P17,4/25/18 20:00,60,0.455344176,2.42E-05
P17,4/25/18 21:00,60,0.731136259,0.00020954
P17,4/25/18 22:00,60,0.459185871,1.45E-05
P17,4/25/18 23:00,60,0.584233415,2.35E-05
P17,4/26/18 0:00,60,0.776222914,0.000185812
P17,4/26/18 1:00,60,0.700316431,0.000125529
P17,4/26/18 2:00,60,0.650877546,6.09E-05
P17,4/26/18 3:00,60,0.853690668,0.000300018
P17,4/26/18 4:00,60,0.487843839,3.86E-05
P17,4/26/18 5:00,60,1.048664113,0.000283
P17,4/26/18 6:00,60,1.077239685,0.002353558
P17,4/26/18 7:00,60,0.215188583,1.31E-07
P17,4/26/18 8:00,60,0.211512055,1.77E-09
P17,4/26/18 9:00,60,0.210573696,1.35E-09
P17,4/26/18 10:00,60,0.218951603,2.03E-07
P17,4/26/18 11:00,60,0.219777281,8.19E-08
P17,4/26/18 12:00,60,0.213398181,1.10E-08
P17,4/26/18 13:00,60,0.211487988,1.37E-09
P17,4/26/18 14:00,60,0.212823002,2.14E-09
P17,4/26/18 15:00,60,0.216286189,1.45E-08
P17,4/26/18 16:00,60,0.434195564,0.000419702
P17,4/26/18 17:00,60,0.200685946,9.55E-08
P17,4/26/18 18:00,60,0.219975939,1.88E-07
P17,4/26/18 19:00,60,0.20773941,3.61E-08
P17,4/26/18 20:00,60,0.21641898,8.21E-08
P17,4/26/18 21:00,60,0.226912038,1.43E-07
P17,4/26/18 22:00,60,0.216414244,8.01E-09
P17,4/26/18 23:00,60,0.213994208,2.33E-09
P17,4/27/18 0:00,60,0.215608113,1.56E-09
P17,4/27/18 1:00,60,0.215483848,1.98E-09
P17,4/27/18 2:00,60,0.215778004,2.17E-09
P17,4/27/18 3:00,60,0.215596468,1.72E-09
P17,4/27/18 4:00,60,0.216234505,2.23E-09
P17,4/27/18 5:00,60,0.216448834,1.65E-09
P17,4/27/18 6:00,60,0.217601888,9.02E-09
P17,4/27/18 7:00,60,0.217991828,4.12E-08
P17,4/27/18 8:00,60,0.216208984,2.29E-09
P17,4/27/18 9:00,60,0.214806182,1.58E-09
P17,4/27/18 10:00,60,0.215215051,2.22E-09
P17,4/27/18 11:00,60,0.2162303,1.81E-09
P17,4/27/18 12:00,60,0.215640872,1.79E-09
P17,4/27/18 13:00,60,0.215540204,1.36E-09
P17,4/27/18 14:00,60,0.214812811,1.68E-09
P17,4/27/18 15:00,60,0.215707572,2.10E-09
P17,4/27/18 16:00,60,0.214594333,1.89E-09
P17,4/27/18 17:00,60,0.214637388,1.66E-09
P17,4/27/18 18:00,60,0.214234126,1.65E-09
P17,4/27/18 19:00,60,0.215209215,2.31E-09
P17,4/27/18 20:00,60,0.22725566,1.91E-07
P17,4/27/18 21:00,35,0.135692759,4.93E-07
P18,5/8/18 12:00,60,6.266481094,0.009170585
P18,5/8/18 13:00,60,2.821230597,0.002780616
P18,5/8/18 14:00,60,0.309860612,0.00011881
P18,5/8/18 15:00,60,2.226243822,0.001373805
P18,5/8/18 16:00,60,4.166222603,0.000487828
P18,5/8/18 17:00,60,5.017662322,0.000723162
P18,5/8/18 18:00,60,4.317090393,0.003056036
P18,5/8/18 19:00,60,2.176172905,0.004006088
P18,5/8/18 20:00,60,0.193391265,2.63E-09
P18,5/8/18 21:00,60,0.19397715,2.08E-09
P18,5/8/18 22:00,60,0.194811576,1.97E-09
P18,5/8/18 23:00,60,0.311439964,0.000126754
P18,5/9/18 0:00,60,0.219530746,3.62E-09
P18,5/9/18 1:00,60,0.218663565,2.30E-09
P18,5/9/18 2:00,60,0.218069998,2.18E-09
P18,5/9/18 3:00,60,0.217915432,1.33E-09
P18,5/9/18 4:00,60,0.217968182,1.25E-09
P18,5/9/18 5:00,60,0.21730122,1.39E-09
P18,5/9/18 6:00,60,0.218234752,2.19E-09
P18,5/9/18 7:00,60,3.460481152,0.002131608
P18,5/9/18 8:00,60,5.024092271,0.002691671
P18,5/9/18 9:00,60,2.142223575,0.00280631
P18,5/9/18 10:00,60,0.226502303,2.44E-08
P18,5/9/18 11:00,60,3.484929824,0.001344068
P18,5/9/18 12:00,60,4.287773483,0.00078228
P18,5/9/18 13:00,60,0.802637883,0.000707203
P18,5/9/18 14:00,60,0.224761053,3.12E-09
P18,5/9/18 15:00,60,3.177135733,0.00228026
P18,5/9/18 16:00,60,4.962169777,0.000882668
P18,5/9/18 17:00,60,5.379025452,0.001394777
P18,5/9/18 18:00,60,5.038455428,0.000970335
P18,5/9/18 19:00,60,5.110239213,0.000706675
P18,5/9/18 20:00,60,2.585804241,0.002898891
P18,5/9/18 21:00,60,0.216866874,2.15E-09
P18,5/9/18 22:00,60,0.216174091,1.84E-09
P18,5/9/18 23:00,60,0.217284144,1.95E-09
P18,5/10/18 0:00,60,0.213393447,2.32E-09
P18,5/10/18 1:00,60,0.213340225,1.42E-09
P18,5/10/18 2:00,60,0.212244478,1.80E-09
P18,5/10/18 3:00,60,0.212485278,1.36E-09
P18,5/10/18 4:00,60,0.212280216,1.43E-09
P18,5/10/18 5:00,60,0.211627502,1.88E-09
P18,5/10/18 6:00,60,0.211708203,2.05E-09
P18,5/10/18 7:00,60,0.60047056,0.000860326
P18,5/10/18 8:00,60,4.223348643,0.000926634
P18,5/10/18 9:00,60,1.2018105,0.000897204
P18,5/10/18 10:00,60,0.209609051,1.49E-09
P18,5/10/18 11:00,60,1.493320136,0.001561065
P18,5/10/18 12:00,60,3.838715965,0.000334113
P18,5/10/18 13:00,60,3.744708764,0.001520585
P18,5/10/18 14:00,60,0.192185358,1.07E-09
P18,5/10/18 15:00,60,0.196550508,4.40E-08
P18,5/10/18 16:00,60,0.199312313,3.04E-08
P18,5/10/18 17:00,60,0.192701911,2.40E-09
P18,5/10/18 18:00,60,0.237829937,1.67E-05
P18,5/10/18 19:00,60,0.224302308,1.82E-09
P18,5/10/18 20:00,60,0.22476678,1.96E-09
P18,5/10/18 21:00,60,0.223698157,2.30E-09
P18,5/10/18 22:00,60,0.22262365,1.61E-09
P18,5/10/18 23:00,60,0.224002838,1.69E-09
P18,5/11/18 0:00,60,0.223013,1.61E-09
P18,5/11/18 1:00,60,0.222930073,1.54E-09
P18,5/11/18 2:00,60,0.223555393,7.23E-09
P18,5/11/18 3:00,60,0.222779177,1.54E-09
P18,5/11/18 4:00,60,0.223005909,1.58E-09
P18,5/11/18 5:00,60,0.222573701,1.35E-09
P18,5/11/18 6:00,60,0.222533302,1.83E-09
P18,5/11/18 7:00,60,0.222669572,1.45E-09
P18,5/11/18 8:00,60,0.222247936,1.70E-09
P18,5/11/18 9:00,60,0.222890864,1.27E-09
P18,5/11/18 10:00,60,0.223319363,2.28E-09
P18,5/11/18 11:00,59,0.248445346,1.01E-05
P18,5/8/18 12:00,60,6.266481094,0.009170585
P18,5/8/18 13:00,60,2.821230597,0.002780616
P18,5/8/18 14:00,60,0.309860612,0.00011881
P18,5/8/18 15:00,60,2.226243822,0.001373805
P18,5/8/18 16:00,60,4.166222603,0.000487828
P18,5/8/18 17:00,60,5.017662322,0.000723162
P18,5/8/18 18:00,60,4.317090393,0.003056036
P18,5/8/18 19:00,60,2.176172905,0.004006088
P18,5/8/18 20:00,60,0.193391265,2.63E-09
P18,5/8/18 21:00,60,0.19397715,2.08E-09
P18,5/8/18 22:00,60,0.194811576,1.97E-09
P18,5/8/18 23:00,60,0.311439964,0.000126754
P18,5/9/18 0:00,60,0.219530746,3.62E-09
P18,5/9/18 1:00,60,0.218663565,2.30E-09
P18,5/9/18 2:00,60,0.218069998,2.18E-09
P18,5/9/18 3:00,60,0.217915432,1.33E-09
P18,5/9/18 4:00,60,0.217968182,1.25E-09
P18,5/9/18 5:00,60,0.21730122,1.39E-09
P18,5/9/18 6:00,60,0.218234752,2.19E-09
P18,5/9/18 7:00,60,3.460481152,0.002131608
P18,5/9/18 8:00,60,5.024092271,0.002691671
P18,5/9/18 9:00,60,2.142223575,0.00280631
P18,5/9/18 10:00,60,0.226502303,2.44E-08
P18,5/9/18 11:00,60,3.484929824,0.001344068
P18,5/9/18 12:00,60,4.287773483,0.00078228
P18,5/9/18 13:00,60,0.802637883,0.000707203
P18,5/9/18 14:00,60,0.224761053,3.12E-09
P18,5/9/18 15:00,60,3.177135733,0.00228026
P18,5/9/18 16:00,60,4.962169777,0.000882668
P18,5/9/18 17:00,60,5.379025452,0.001394777
P18,5/9/18 18:00,60,5.038455428,0.000970335
P18,5/9/18 19:00,60,5.110239213,0.000706675
P18,5/9/18 20:00,60,2.585804241,0.002898891
P18,5/9/18 21:00,60,0.216866874,2.15E-09
P18,5/9/18 22:00,60,0.216174091,1.84E-09
P18,5/9/18 23:00,60,0.217284144,1.95E-09
P18,5/10/18 0:00,60,0.213393447,2.32E-09
P18,5/10/18 1:00,60,0.213340225,1.42E-09
P18,5/10/18 2:00,60,0.212244478,1.80E-09
P18,5/10/18 3:00,60,0.212485278,1.36E-09
P18,5/10/18 4:00,60,0.212280216,1.43E-09
P18,5/10/18 5:00,60,0.211627502,1.88E-09
P18,5/10/18 6:00,60,0.211708203,2.05E-09
P18,5/10/18 7:00,60,0.60047056,0.000860326
P18,5/10/18 8:00,60,4.223348643,0.000926634
P18,5/10/18 9:00,60,1.2018105,0.000897204
P18,5/10/18 10:00,60,0.209609051,1.49E-09
P18,5/10/18 11:00,60,1.493320136,0.001561065
P18,5/10/18 12:00,60,3.838715965,0.000334113
P18,5/10/18 13:00,60,3.744708764,0.001520585
P18,5/10/18 14:00,60,0.192185358,1.07E-09
P18,5/10/18 15:00,60,0.196550508,4.40E-08
P18,5/10/18 16:00,60,0.199312313,3.04E-08
P18,5/10/18 17:00,60,0.192701911,2.40E-09
P18,5/10/18 18:00,60,0.237829937,1.67E-05
P18,5/10/18 19:00,60,0.224302308,1.82E-09
P18,5/10/18 20:00,60,0.22476678,1.96E-09
P18,5/10/18 21:00,60,0.223698157,2.30E-09
P18,5/10/18 22:00,60,0.22262365,1.61E-09
P18,5/10/18 23:00,60,0.224002838,1.69E-09
P18,5/11/18 0:00,60,0.223013,1.61E-09
P18,5/11/18 1:00,60,0.222930073,1.54E-09
P18,5/11/18 2:00,60,0.223555393,7.23E-09
P18,5/11/18 3:00,60,0.222779177,1.54E-09
P18,5/11/18 4:00,60,0.223005909,1.58E-09
P18,5/11/18 5:00,60,0.222573701,1.35E-09
P18,5/11/18 6:00,60,0.222533302,1.83E-09
P18,5/11/18 7:00,60,0.222669572,1.45E-09
P18,5/11/18 8:00,60,0.222247936,1.70E-09
P18,5/11/18 9:00,60,0.222890864,1.27E-09
P18,5/11/18 10:00,60,0.223319363,2.28E-09
P18,5/11/18 11:00,59,0.248445346,1.01E-05